Id,SalePrice
1461,104730
1462,129990
1463,125790
1464,134840
1465,161150
1466,106450
1467,135690
1468,106450
1469,161218
1470,96740
1471,175490
1472,102990
1473,92540
1474,113090
1475,143420
1476,185400
1477,183300
1478,193650
1479,207300
1480,214850
1481,200100
1482,171100
1483,105050
1484,161940
1485,176350
1486,171450
1487,191750
1488,179100
1489,174790
1490,157836
1491,174950
1492,89000
1493,135440
1494,191650
1495,185200
1496,166740
1497,161190
1498,161190
1499,161190
1500,130480
1501,125740
1502,164940
1503,184083
1504,179140
1505,177490
1506,158740
1507,136583
1508,141340
1509,112790
1510,110407
1511,105847
1512,124555
1513,100750
1514,153909
1515,101790
1516,100280
1517,116440
1518,127125
1519,175850
1520,96290
1521,110430
1522,111207
1523,86000
1524,103490
1525,101630
1526,99730
1527,91350
1528,114240
1529,100507
1530,157685
1531,91290
1532,92640
1533,103267
1534,99240
1535,103940
1536,93780
1537,83110
1538,177983
1539,172800
1540,82210
1541,114340
1542,93640
1543,163002
1544,93590
1545,113290
1546,109180
1547,91680
1548,113480
1549,97940
1550,89610
1551,109140
1552,83500
1553,97850
1554,101340
1555,145600
1556,83050
1557,101530
1558,107780
1559,93380
1560,95330
1561,125720
1562,103890
1563,98470
1564,118153
1565,106840
1566,177383
1567,82780
1568,128290
1569,109640
1570,113990
1571,101840
1572,108617
1573,164120
1574,104230
1575,162533
1576,134840
1577,168500
1578,102050
1579,123890
1580,175135
1581,117090
1582,99890
1583,200500
1584,171050
1585,126090
1586,89100
1587,86380
1588,99017
1589,96250
1590,119740
1591,87600
1592,96040
1593,109730
1594,88730
1595,74600
1596,168833
1597,106425
1598,180035
1599,149540
1600,158070
1601,96240
1602,114790
1603,80699
1604,164250
1605,182300
1606,131317
1607,163765
1608,171400
1609,172350
1610,97050
1611,103190
1612,137986
1613,105300
1614,96425
1615,94170
1616,80340
1617,91775
1618,104640
1619,122340
1620,98759
1621,117440
1622,96570
1623,192550
1624,135040
1625,110480
1626,154690
1627,135690
1628,182300
1629,174235
1630,192850
1631,183285
1632,180400
1633,164500
1634,131740
1635,133290
1636,110600
1637,120140
1638,180050
1639,154690
1640,181535
1641,128340
1642,172990
1643,179140
1644,178540
1645,139345
1646,122140
1647,169600
1648,96907
1649,99240
1650,96940
1651,103440
1652,104590
1653,103540
1654,113090
1655,150220
1656,119340
1657,119340
1658,119340
1659,140170
1660,102740
1661,197500
1662,186400
1663,200900
1664,206400
1665,183900
1666,205050
1667,186700
1668,179000
1669,179350
1670,205050
1671,197000
1672,212790
1673,181200
1674,170650
1675,133273
1676,124680
1677,165200
1678,206400
1679,214850
1680,190900
1681,179100
1682,200100
1683,160800
1684,167000
1685,100650
1686,161820
1687,164500
1688,171450
1689,171450
1690,171450
1691,171450
1692,181200
1693,164500
1694,134140
1695,166285
1696,176050
1697,168185
1698,193050
1699,215200
1700,170250
1701,182300
1702,183900
1703,179100
1704,179000
1705,170550
1706,207300
1707,166340
1708,174790
1709,183300
1710,173590
1711,177190
1712,205790
1713,190740
1714,177490
1715,173090
1716,156633
1717,153933
1718,110600
1719,176850
1720,180400
1721,167183
1722,103250
1723,121940
1724,172950
1725,176850
1726,131890
1727,101990
1728,168750
1729,133490
1730,101100
1731,97540
1732,96580
1733,96740
1734,96580
1735,104340
